,ActualContent,codes
604,*INDIAN OIL CORP TO RAISE FUNDS VIA 2-MONTH CP AT 5.03% COUPON - DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
605,"*INDIA TO FORM COMMITTEE TO EXAMINE, IMPLEMENT STEPS TO CURB FRAUDULENT GST REFUND CLAIMS - STATEMENT","['REUTERS','POL','ECON','MMT','IN','TAX','PLCY']"
606,"*BYD COMPANY DEC TOTAL SALES VOLUME AT 43,179 UNITS VS 69,637 UNITS YEAR AGO","['AUTO','CN','HK','NIKKEI','1211.HK']"
607,"*INDIA GST COMMITTEE TO CONSULT RBI, NPCI TO EXPLORE ACCESS TO BANKING TRANSACTIONS","['REUTERS','POL','ECON','MMT','IN','TAX','PLCY']"
608,"*BYD COMPANY DEC TOTAL SALES VOLUME AT 43,179 UNITS VS 69,637 UNITS YEAR AGO","['AUTO','CN','HK','NIKKEI','1211.HK','NR/ASIA']"
609,"*INDIA TAX OFFICIALS EXPLORED HAVING SINGLE BANK ACCOUNT FOR FOREIGN REMITTANCE RECEIPTS, REFUNDS","['REUTERS','POL','ECON','MMT','IN','TAX','PLCY']"
610,*INDIA TAX OFFICIALS EXPLORED UNDERTAKING VERIFICATION OF UNMATCHED INPUT TAX CREDIT,"['REUTERS','POL','ECON','MMT','IN','TAX','PLCY']"
611,*FOREIGN INVESTORS SOLD NET $2.63 MLN OF INDIAN SHARES ON JAN 6,"['REUTERS','FRX','MMT','IN','STX','STK']"
612,*FOREIGN INVESTORS BOUGHT NET $381.82 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
613,*FOREIGN INVESTORS SOLD NET $2.63 MLN OF INDIAN SHARES ON JAN 6,"['REUTERS','FRX','MMT','IN','STX','STK']"
614,*FOREIGN INVESTORS BOUGHT NET $381.82 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
615,*INDIA RUPEE AT 71.83 TO DOLLAR AGAINST 71.93 PREVIOUS CLOSE,"['IN','MMT','DBT','CORPD','REUTERS','FRX']"
616,*INDIA BENCHMARK BOND YIELD ENDS AT 6.55% VS 6.57% PREVIOUS CLOSE,"['REUTERS','IN','GVD','MMT','DBT']"
617,*INDIA BENCHMARK BOND ENDS AT INR99.25 VS INR99.14 PREVIOUS CLOSE,"['REUTERS','IN','GVD','MMT','DBT']"
618,*INDIA ESTIMATES FY20 ECONOMIC GROWTH AT 5% ON YEAR,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ECI','GDP','PLCY']"
619,*INDIA ESTIMATES FY20 GVA GROWTH AT 4.9% ON YEAR,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ECI','GDP','PLCY']"
620,*INDIA ESTIMATES FY20 MANUFACTURING GROWTH AT 2% ON YEAR,"['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','GDP','POL','PLCY']"
621,*INDIA ESTIMATES FY20 FARM GROWTH AT 2.8% ON YEAR,"['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','GDP','POL','PLCY']"
622,"*INDIA ESTIMATES FY20 MINING, QUARRYING GROWTH AT 1.5% ON YEAR","['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','GDP','PLCY']"
623,*INDIA ESTIMATES FY20 CONSTRUCTION GROWTH AT 3.2% ON YEAR,"['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','GDP','PLCY']"
624,"*INDIA ESTIMATES FY20 POWER, GAS, WATER GROWTH AT 5.4% ON YEAR","['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','GDP','PLCY']"
625,"*INDIA ESTIMATES FY20 TRADE, HOTELS, TRANSPORT, COMMUNICATION GROWTH AT 5.9% ON YEAR","['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','GDP','PLCY']"
626,"*INDIA ESTIMATES FY20 FINANCING, INSURANCE, REAL ESTATE, BUSINESS SERVICES GROWTH AT 6.4% ON YEAR","['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','GDP','PLCY']"
627,"*INDIA ESTIMATES FY20 PUBLIC ADMINISTRATION, DEFENCE, OTHER SERVICES GROWTH AT 9.1% ON YEAR","['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','GDP','PLCY']"
628,*INDIA RELEASED FIRST ADVANCE GDP ESTIMATES FOR FY20 ON GOVT WEBSITE,"['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','GDP','PLCY']"
629,*FOREIGN INVESTORS SOLD NET PRELIM INR6.82 BLN OF INDIA SHARES TODAY - BSE,"['REUTERS','FRX','DBT','MMT','IN','STK','STX']"
630,"*INDIA RBI GOVERNOR: PERSISTENTLY HIGH INFLATION ADVERSELY IMPACTS ECONOMY’S ALLOCATIVE EFFICIENCY, IMPEDES GROWTH","['REUTERS','FRX','DBT','MMT','IN','CEN']"
631,"*INDIA RBI DAS: FOCUS HAS BEEN ON STRENGTHENING REGULATION, SUPERVISION TO DEVELOP ROBUST FRAMEWORK OF FINANCIAL STABILITY ","['REUTERS','FRX','DBT','MMT','IN','CEN']"
632,"*INDIA RBI DAS: REVIEWING PRIORITY SECTOR LENDING NORMS, KEEPING IN VIEW CHANGING NEEDS OF ECONOMY ","['REUTERS','FRX','DBT','MMT','IN','CEN']"
633,*TOTAL TRADED VOLUME IN INDIA GOVT BONDS AT INR347.59 BLN TODAY VS INR308.93 BLN YESTERDAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
634,*STATE-RUN BANKS BOUGHT NET INR12.64 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
635,*PRIVATE BANKS SOLD NET INR13.53 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
636,*MALAYSIA'S KLCI OPENS 0.4% LOWER AT 1604.06,"['NR/STK','SEA','MY','NIKKEI']"
637,*MALAYSIA'S KLCI OPENS 0.4% LOWER AT 1604.06,"['NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
638,"*MALAYSIA'S AXIATA GROUP OPENS 2.1% LOWER AT MYR4.27, TOP PERCENTAGE LOSER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','6888.KL','ISLF']"
639,"*MALAYSIA'S AXIATA GROUP OPENS 2.1% LOWER AT MYR4.27, TOP PERCENTAGE LOSER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','6888.KL','ISLF','NR/ASIA']"
640,*MALAYSIA’S GFM SERVICES FALLS 3.3% AT MYR0.295 AFTER FUND RAISING PLAN,"['0039.KL','NR/STK','SEA','MY','NIKKEI','ISER','ISLF']"
641,*MALAYSIA’S GFM SERVICES FALLS 3.3% AT MYR0.295 AFTER FUND RAISING PLAN,"['0039.KL','NR/STK','SEA','MY','NIKKEI','ISER','ISLF','NR/ASIA']"
642,*MALAYSIA’S DRB-HICOM FALLS 1.3% AT MYR2.35 AFTER SIGNING AUTOMOTIVE INITIAL PACTS,"['CARM','NR/STK','SEA','MY','NIKKEI','AUTO','ISLF','1619.KL']"
643,*MALAYSIA’S DRB-HICOM FALLS 1.3% AT MYR2.35 AFTER SIGNING AUTOMOTIVE INITIAL PACTS,"['CARM','NR/STK','SEA','MY','NIKKEI','AUTO','ISLF','1619.KL','NR/ASIA']"
644,*KWAN YONG HOLDINGS SHARES BEGIN HONG KONG TRADING AT HK$0.60 VS IPO AT HK$0.65,"['IPO','9998.HK','NIKKEI','CN','HK']"
645,*KWAN YONG HOLDINGS SHARES BEGIN HONG KONG TRADING AT HK$0.60 VS IPO AT HK$0.65,"['IPO','9998.HK','NIKKEI','CN','HK','NR/ASIA']"
646,"*AIA SLIDES 2.1%, ICBC DROPS 1.7%, CSPC SHEDS 2.6% IN EARLY HONG KONG TRADING","['1299.HK','1093.HK','NIKKEI','CN','HK','1398.HK']"
647,"*CNOOC RISES 1.6%, PETROCHINA GAINS 1% IN EARLY HONG KONG TRADING","['857.HK','883.HK','NIKKEI','CN','HK']"
648,"*AIA SLIDES 2.1%, ICBC DROPS 1.7%, CSPC SHEDS 2.6% IN EARLY HONG KONG TRADING","['1299.HK','1093.HK','NIKKEI','CN','HK','1398.HK','NR/ASIA']"
649,"*CNOOC RISES 1.6%, PETROCHINA GAINS 1% IN EARLY HONG KONG TRADING","['857.HK','883.HK','NIKKEI','CN','HK','NR/ASIA']"
650,*BYD LOSES 2.1% AFTER DECEMBER SALES VOLUMES DECREASE 38%,"['1211.HK','NIKKEI','CN','HK']"
651,*BYD LOSES 2.1% AFTER DECEMBER SALES VOLUMES DECREASE 38%,"['1211.HK','NIKKEI','CN','HK','NR/ASIA']"
652,*BBMG LOSES 2% IN WEAK BROAD MARKET AFTER ISSUING POSITIVE PROFIT ALERT,"['2009.HK','NIKKEI','CN','HK']"
653,*BBMG LOSES 2% IN WEAK BROAD MARKET AFTER ISSUING POSITIVE PROFIT ALERT,"['2009.HK','NIKKEI','CN','HK','NR/ASIA']"
654,*UNIVERSE ENTERTAINMENT JUMPS 6.1% AFTER SAYING IT EXPECTS SWING TO NET PROFIT IN JUL-DEC,"['1046.HK','NIKKEI','CN','HK']"
655,*UNIVERSE ENTERTAINMENT JUMPS 6.1% AFTER SAYING IT EXPECTS SWING TO NET PROFIT IN JUL-DEC,"['1046.HK','NIKKEI','CN','HK','NR/ASIA']"
656,*FOREIGN INVESTORS SOLD NET $229.14 MLN OF INDIA DEBT ON JAN 7,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
657,*FOREIGN INVESTORS SOLD NET $961.53 MLN OF INDIA DEBT SO FAR IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
658,*FOREIGN INVESTORS SOLD NET $229.14 MLN OF INDIA DEBT ON JAN 7,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
659,*FOREIGN INVESTORS SOLD NET $961.53 MLN OF INDIA DEBT SO FAR IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
660,"*SBI: EXPECT INDIA TO REVISE DOWNWARDS GDP GROWTH NUMBER IN SECOND ESTIMATE IN FEBRUARY, SEE FY20 GROWTH AT 4.6%","['REUTERS','DBT','MMT','IN','ECON','RCH']"
661,"*SBI: RBI INDIA FY21 GROWTH PROJECTION MAY BE ON HIGHER SIDE, FORSEE POSSIBILITY OF SUB 6% GROWTH FOR 2 SUCCESSIVE YEARS","['REUTERS','DBT','MMT','IN','ECON','RCH']"
662,"*SBI: EXPECT INDIA TO REVISE DOWNWARDS GDP GROWTH NUMBER IN SECOND ESTIMATE IN FEBRUARY, SEE FY20 GROWTH AT 4.6%","['REUTERS','DBT','MMT','IN','ECON','RCH']"
663,"*SBI: RBI FY21 GROWTH PROJECTION MAY BE ON HIGHER SIDE, FORSEE POSSIBILITY OF SUB 6% GROWTH FOR 2 SUCCESSIVE YEARS","['REUTERS','DBT','MMT','IN','ECON','RCH']"
664,"*INDIA BANKS BOARD BUREAU INVITES APPLICATIONS FOR THE POST OF CEO, MANAGING DIRECTOR IN INDIA POST PAYMENTS BANK","['REUTERS','BANK','IN']"
665,"*INDIA BANKS BOARD BUREAU INVITES APPLICATIONS FOR POST OF CEO, MD AT INDIA POST PAYMENTS BANK","['REUTERS','BANK','IN']"
666,*INDIA RUPEE AT 72.03 TO DOLLAR AGAINST 71.83 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN']"
667,*INDIA BENCHMARK BOND OPENS AT INR99.05 VS INR99.25 PREVIOUS CLOSE,"['REUTERS','GVD','DBT','MMT','IN']"
668,*INDIA BENCHMARK BOND YIELD OPENS AT 6.58% VS 6.55% PREVIOUS CLOSE,"['REUTERS','GVD','DBT','MMT','IN']"
669,*KESM INDUSTRIES CEO: EXPECT ‘PROGRESSIVE GROWTH’ IN FY20 AS SALES STRENGTHEN,"['SEA','NIKKEI','MY','9334.KL','NR/ASIA']"
670,*MALAYSIA KESM INDUSTRIES CEO: 5G TO SUPPORT LONG-TERM GROWTH AS ELECTRIC VEHICLES BOOST DEMAND,"['SEA','NIKKEI','MY','9334.KL','NR/ASIA']"
671,*MALAYSIA KESM INDUSTRIES CEO: EXPECT 5G CONNECTIVITY TO PICK UP IN 2-TO-3 YEARS,"['SEA','NIKKEI','MY','9334.KL','NR/ASIA']"
672,*MALAYSIA KESM CEO SAMUEL LIM SYN SOO SPEAKING TO REPORTERS AFTER SHAREHOLDERS' MEETING IN KUALA LUMPUR,"['SEA','NIKKEI','MY','9334.KL','NR/ASIA']"
673,*INDIA’S CEAT TO RAISE FUNDS VIA 2-MONTH CP AT 5.45% COUPON - DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
674,"*MALAYSIA'S FGV HOLDINGS: TARGET TO ACHIEVE 50,000 TONS OF ANIMAL FEED PRODUCTION IN 2020","['5222.KL','POIL','SEA','MY','NIKKEI','ISLF']"
675,*MALAYSIA'S FGV HOLDINGS: TO INCREASE MARGINS FROM ANIMAL FEED TO OVER 10% FROM 3%-5%,"['5222.KL','POIL','SEA','MY','NIKKEI','ISLF']"
676,*BARCLAYS ECONOMIST: INDIA MPC RATE CUT CYCLE OVER ON HIGHER INFLATION VS EARLIER PREDICTION OF ANOTHER 40 BPS RATE CUT,"['REUTERS','FRX','DBT','MMT','IN','ECON','POL','CEN','INFL','PLCY']"
677,*BARCLAYS ECONOMIST: INDIA GROWTH MAY RECOVER BY 2H2020; MAY NOT JUSTIFY MORE RATE CUTS EVEN IF INFLATION EASES,"['REUTERS','FRX','DBT','MMT','IN','ECON','POL','CEN','INFL','PLCY']"
678,*MALAYSIA'S FGV HOLDINGS: TARGET UP TO MYR300 MLN IN ANNUAL REVENUE FROM RENEWABLE ENERGY BUSINESS,"['5222.KL','POIL','SEA','MY','NIKKEI','ISLF']"
679,"*MALAYSIA'S FGV HOLDINGS: TARGET TO ACHIEVE 50,000 TONS OF ANIMAL FEED PRODUCTION IN 2020","['5222.KL','POIL','SEA','MY','NIKKEI','ISLF','NR/ASIA']"
680,*MALAYSIA'S FGV HOLDINGS: TO INCREASE MARGINS FROM ANIMAL FEED TO OVER 10% FROM 3%-5%,"['5222.KL','POIL','SEA','MY','NIKKEI','ISLF','NR/ASIA']"
681,*MALAYSIA'S FGV HOLDINGS: TARGET UP TO MYR300 MLN IN ANNUAL REVENUE FROM RENEWABLE ENERGY BUSINESS,"['5222.KL','POIL','SEA','MY','NIKKEI','ISLF','NR/ASIA']"
682,"*MALAYSIA'S FGV HOLDINGS: IDENTIFIED OTHER REVENUE STREAMS INCLUDING TROPICAL FRUITS, ANIMAL NUTRITION","['5222.KL','POIL','SEA','MY','NIKKEI','ISLF']"
683,"*MALAYSIA'S FGV HOLDINGS: IDENTIFIED OTHER REVENUE STREAMS INCLUDING TROPICAL FRUITS, ANIMAL NUTRITION","['5222.KL','POIL','SEA','MY','NIKKEI','ISLF','NR/ASIA']"
684,*MALAYSIA'S FGV HOLDINGS: INVESTMENT REQUIRED IS 'MANAGEABLE' BUT POTENTIAL GAINS ARE 'TREMENDOUS',"['5222.KL','POIL','SEA','MY','NIKKEI','ISLF']"
685,*MALAYSIA'S FGV HOLDINGS: INVESTMENT REQUIRED IS 'MANAGEABLE' BUT POTENTIAL GAINS ARE 'TREMENDOUS',"['5222.KL','POIL','SEA','MY','NIKKEI','ISLF','NR/ASIA']"
686,"*INDIA’S LIC HOUSING FINANCE TO RAISE AT LEAST INR7.50 BLN VIA 3-YEAR AND 1-MONTH BONDS, INVITES BIDS TOMORROW - DEALERS","['IN','MMT','DBT','CORPD','REUTERS']"
687,"*INDIAN OIL CORP TO RAISE AT LEAST INR10 BLN VIA 3-YEAR AND 3-MONTH BONDS, INVITES BIDS BY 11:30 AM ON JAN 10 - DEALERS","['IN','MMT','DBT','REUTERS']"
688,*MALAYSIA FOREX RESERVES TOTALLED $103.6 BLN AS ON DEC 31 VS $103.2 BLN ON DEC 13,"['ECON','SEA','MY','NIKKEI','CEN','NR/CBK']"
689,*MALAYSIA FOREIGN EXCHANGE RESERVES SUFFICIENT TO FUND 7.5 MONTHS OF RETAINED IMPORTS,"['CEN','NR/CBK','SEA','MY','NIKKEI','ECON']"
690,*MALAYSIA FOREX RESERVES TOTALLED $103.6 BLN AS ON DEC 31 VS $103.2 BLN ON DEC 13,"['ECON','SEA','MY','NIKKEI','CEN','NR/CBK','NR/ASIA']"
691,*MALAYSIA FOREIGN EXCHANGE RESERVES SUFFICIENT TO FUND 7.5 MONTHS OF RETAINED IMPORTS,"['CEN','NR/CBK','SEA','MY','NIKKEI','ECON','NR/ASIA']"
692,*INDIA GOVT TO BRIEF MEDIA ON CABINET DECISIONS AT 2:00 PM - OFFICIAL,"['REUTERS','POL','DBT','MMT','IN','ECON','PLCY']"
693,"*INDIA'S PFC TO RAISE AT LEAST INR3 BLN VIA 10-YEAR AND 3-MONTH BONDS, INVITES BIDS ON JAN 10 - DEALERS","['IN','MMT','DBT','REUTERS']"
694,*MALAYSIA FIN MIN: AIM TO RAISE MYR155 BLN IN DIRECT TAX REVENUE IN 2020 VS MYR145 BLN LAST YEAR,"['ECON','TAX','SEA','NIKKEI','MY','POL','NR/ASIA','PLCY']"
695,"*MALAYSIA FIN MIN: DISCUSSED TAKING OVER HIGHWAYS IN CABINET, ANNOUNCEMENT IN DUE COURSE","['ECON','TAX','SEA','NIKKEI','MY','POL','ROAD','NR/ASIA','PLCY']"
696,*MALAYSIA FINANCE MINISTER LIM GUAN ENG SPEAKING AT NEWS CONFERENCE IN KUALA LUMPUR ,"['ECON','TAX','SEA','NIKKEI','MY','POL','ROAD','NR/ASIA','PLCY']"
697,*MALAYSIA FIN MIN: CONSIDERING HIGHER FUEL SUBSIDY AS GLOBAL CRUDE PRICE RISES,"['ECON','TAX','SEA','NIKKEI','MY','POL','CRU','SDS','NR/ASIA','PLCY']"
698,"*MALAYSIA FIN MIN: HAS CONTINGENCY PLAN IF US-CHINA TRADE WAR WORSENS, ANY WAR BREAKS OUT","['ECON','TAX','SEA','NIKKEI','MY','POL','NR/ASIA','PLCY']"
699,*MALAYSIA FIN MIN: NO PLAN TO REVISE 2020 BUDGET TARGETS AS CRUDE PRICE EDGES HIGHER,"['ECON','POL','SEA','NIKKEI','MY','NR/ASIA','PLCY']"
700,*INDIA'S NABARD SETS 6.72% COUPON ON 3-YEAR AND 3-MONTH BONDS - DEALERS,"['IN','MMT','DBT','REUTERS','CORPD']"
701,"*CITIC CAPITAL: TO 'ACTIVELY PARTICIPATE' IN BIDDING FOR STAKE IN MCDONALD'S RESTAURANT OPERATOR IN CHINA, HK","['MRG','NIKKEI','267.HK','CN','HK']"
702,"*CITIC CAPITAL: TO 'ACTIVELY PARTICIPATE' IN BIDDING FOR STAKE IN MCDONALD'S RESTAURANT OPERATOR IN CHINA, HK","['MRG','NIKKEI','267.HK','CN','HK','NR/ASIA']"
703,*INDIA CABINET APPROVES PROPOSAL FOR SETTING UP GAS GRID IN NORTH-EAST REGION - MINISTER,"['REUTERS','POL','IN','ECON','PLCY']"
704,*INDIA CABINET APPROVES PROPOSAL FOR DISINVESTMENT OF NEELACHAL ISPAT - MINISTER,"['REUTERS','POL','IN','ECON','PLCY']"
705,*INDIA INFORMATION & BROADCASTING MINISTER PRAKASH JAVADEKAR BRIEFING MEDIA IN NEW DELHI,"['REUTERS','POL','IN','ECON','PLCY']"
706,"*INDIA MMTC, NMDC, MECON, BHEL TO SELL STAKE IN NEELACHAL ISPAT - OFFICIAL","['REUTERS','POL','IN','ECON','PLCY']"
707,*INDIA MINISTER: NEELACHAL ISPAT WILL CONTINUE TO BE CONTROLLED BY GOVT,"['REUTERS','POL','IN','ECON','PLCY']"
708,*INDIA CABINET OKS CAPITAL GRANT TO INDRADHANUSH GAS GRID FOR SETTING UP NORTH EAST NATURAL GAS PIPELINE GRID - OFFICIAL,"['REUTERS','POL','IN','ECON','PLCY']"
709,*INDIA TO AUCTION COAL MINES IN MARCH - MINISTER ,"['REUTERS','POL','IN','ECON','PLCY']"
710,*SHENZHEN EXPRESSWAY TO ACQUIRE NOT MORE THAN 68.1% STAKE IN LANDE ENVIRONMENTAL TECHNOLOGY FOR CNY809.60 MLN,"['CN','HK','NIKKEI','548.HK','COEN','ROAD']"
711,*INDIA COAL MINISTER: COAL INDIA WILL PRODUCE 1 BLN TONS OF COAL BY 2023-2024 ,"['REUTERS','POL','IN','ECON','PLCY']"
712,*SHENZHEN EXPRESSWAY TO ACQUIRE NOT MORE THAN 68.1% STAKE IN LANDE ENVIRONMENTAL TECHNOLOGY FOR CNY809.60 MLN,"['CN','HK','NIKKEI','548.HK','COEN','ROAD','NR/ASIA']"
713,*INDIA COAL MINISTER: CABINET APPROVES AMENDMENT TO LAWS TO OPEN COAL MINING FOR ALL,"['REUTERS','POL','IN','ECON','PLCY']"
714,"*INDIA COAL MINISTER: NO END USE RESTRICTIONS WILL APPLY, ALL SECTORS CAN PARTICIPATE IN COAL AUCTION","['REUTERS','POL','IN','ECON','PLCY']"
715,*INDIA CABINET APPROVES PROMULGATION OF MINERAL LAWS AMENDMENT ORDINANCE 2020 - OFFICIAL,"['REUTERS','POL','IN','ECON','PLCY']"
716,*INDIA COAL MINISTER: AMENDMENTS EXPECTED TO BOOST FOREIGN PARTICIPATION IN COAL MINING,"['REUTERS','POL','IN','ECON','PLCY']"
717,*INDIA COAL MINISTER: AMENDMENTS ALLOW SMOOTH TRANSFER OF STATUTORY CLEARANCES FOR MINES TO NEW BIDDERS,"['REUTERS','POL','IN','ECON','PLCY']"
718,*MALAYSIA'S KLCI ENDS 1.4% LOWER AT 1589.10,"['NR/STK','SEA','MY','NIKKEI']"
719,*MALAYSIA'S KLCI ENDS 1.4% LOWER AT 1589.10,"['NR/STK','SEA','MY','NIKKEI','NR/SMC','NR/ASIA']"
720,"*MALAYSIA'S AXIATA GROUP ENDS 3.4% LOWER AT MYR4.21, TOP PERCENTAGE LOSER ON KLCI","['NR/STK','SEA','MY','NIKKEI','6888.KL','ISLF','WLES']"
721,"*MALAYSIA'S AXIATA GROUP ENDS 3.4% LOWER AT MYR4.21, TOP PERCENTAGE LOSER ON KLCI","['NR/STK','SEA','MY','NIKKEI','6888.KL','ISLF','WLES','NR/ASIA']"
722,"*INDIA OIL MINISTER: TO SET UP 1,656 KM GAS PIPELINE IN NORTHEAST, GOVT TO PROVIDE INR55.59 BLN AS VIABILITY GAP FUNDING","['REUTERS','POL','IN','ECON','PLCY']"
723,*INDIA OIL MINISTER: GOVT READY TO FACE CHALLENGES RELATED TO CURRENT GEOPOLITICAL ISSUES IN MIDDLE EAST ,"['REUTERS','POL','IN','ECON','PLCY']"
724,*INDIA OIL MINISTER: FOREIGN MINISTER HAS RAISED CONCERNS WITH ALL OIL PRODUCING NATIONS,"['REUTERS','POL','IN','ECON','PLCY']"
725,*INDIA COAL MINISTER: CAPTIVE COAL BLOCK AUCTION WILL NOT HAPPEN GOING AHEAD,"['REUTERS','POL','IN','ECON','PLCY']"
726,*INDIA MINISTER: FEDERAL BUDGET WILL BE PRESENTED ON FEB 1,"['REUTERS','POL','IN','ECON','PLCY']"
727,*INDIA MINISTER: BUDGET SESSION DATES TO BE ANNOUNCED SOON,"['REUTERS','POL','IN','ECON','PLCY']"
728,*INDIA PARLIAMENTARY AFFAIRS MINISTER PRAHLAD JOSHI SPEAKING TO MEDIA IN NEW DELHI,"['REUTERS','POL','IN','ECON','PLCY']"
729,*INDIA COAL SECRETARY: HAVE 100 COAL MINES TO BE AUCTIONED,"['REUTERS','COA','DBT','MMT','IN']"
730,*INDIA COAL SECRETARY: WILL COME OUT WITH DETAILS OF COAL BLOCK AUCTIONS IN 4-6 WEEKS,"['REUTERS','FRX','DBT','MMT','IN']"
731,"*INDIA COAL SECRETARY: TO AUCTION 100 MORE COAL MINES, DETAILS TO BE ANNOUNCED IN 4-6 WEEKS","['REUTERS','COA','IN']"
732,*INDIA COAL SECRETARY: WILL COME OUT WITH DETAILS OF COAL BLOCK AUCTIONS IN 4-6 WEEKS,"['REUTERS','FRX','DBT','MMT','IN']"
733,*INDIA COAL SECRETARY ANIL KUMAR JAIN WAS SPEAKING TO CNBC-TV18 NEWS CHANNEL,"['REUTERS','FRX','DBT','MMT','IN']"
734,*SHANGHAI JIN JIANG CAPITAL COMPANY UNIT TO SELL 2 COMPANIES FOR CNY135.36 MLN IN TOTAL,"['NIKKEI','2006.HK','CN','HK','REAL','STAY']"
735,*SHANGHAI JIN JIANG CAPITAL COMPANY UNIT TO SELL 2 COMPANIES FOR CNY135.36 MLN IN TOTAL,"['NIKKEI','2006.HK','CN','HK','REAL','STAY','NR/ASIA']"
736,*FOREIGN INVESTORS SOLD NET $85.39 MLN OF INDIAN SHARES ON JAN 7,"['REUTERS','FRX','STK','MMT','IN','STX']"
737,*FOREIGN INVESTORS BOUGHT NET $296.43 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','STK','MMT','IN','STX']"
738,*FOREIGN INVESTORS SOLD NET $85.39 MLN OF INDIAN SHARES ON JAN 7,"['REUTERS','FRX','STK','MMT','IN','STX']"
739,*FOREIGN INVESTORS BOUGHT NET $296.43 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','STK','MMT','IN','STX']"
740,*BEIJING ENTERPRISES ENV: UNIT'S CONSORTIUM GETS CONCESSION RIGHT FOR PROJECT WITH TOTAL INVESTMENT OF CNY808.21 MLN,"['NIKKEI','CN','HK','ENV','154.HK','RENQ','PWR']"
741,*BEIJING ENTERPRISES ENV: UNIT'S CONSORTIUM GETS CONCESSION RIGHT FOR PROJECT WITH TOTAL INVESTMENT OF CNY808.21 MLN,"['NIKKEI','CN','HK','ENV','154.HK','RENQ','PWR','NR/ASIA']"
742,"*INDIA RESTRICTS IMPORT OF REFINED PALM OIL, PALMOLEIN - STATEMENT","['REUTERS','MMT','IN','POIL','PROD']"
743,*INDIA’S HERO FINCORP TO RAISE FUNDS VIA 6-MONTH CP AT 6.22% COUPON - DEALERS,"['IN','MMT','DBT','REUTERS','FRX','CORPD']"
744,*INDIA RUPEE AT 71.69 TO DOLLAR AGAINST 71.83 PREVIOUS CLOSE,"['IN','DBT','MMT','FRX','REUTERS']"
745,*INDIA BENCHMARK BOND YIELD ENDS AT 6.56% VS 6.55% PREVIOUS CLOSE,"['REUTERS','IN','DBT','MMT','GVD']"
746,*INDIA BENCHMARK BOND ENDS AT INR99.20 VS INR99.25 PREVIOUS CLOSE,"['REUTERS','IN','DBT','MMT','GVD']"
747,*FOREIGN INVESTORS SOLD NET PRELIM INR5.16 BLN OF INDIA SHARES TODAY - BSE,"['REUTERS','FRX','DBT','MMT','IN','STK','STX']"
748,*TOTAL TRADED VOLUME IN INDIA GOVT BONDS AT INR343.42 BLN TODAY VS INR347.59 BLN YESTERDAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
749,*PRIMARY DEALERS BOUGHT NET INR4.62 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
750,*PRIVATE BANKS SOLD NET INR17.46 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
751,*MALAYSIA'S KLCI OPENS 0.3% HIGHER AT 1593.72,"['NR/STK','SEA','MY','NIKKEI']"
752,*MALAYSIA'S KLCI OPENS 0.3% HIGHER AT 1593.72,"['NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
753,"*MALAYSIA'S KUALA LUMPUR KEPONG OPENS 1.5% HIGHER AT MYR24.86, TOP PERCENTAGE GAINER ON KLCI","['ISLF','NR/STK','SEA','MY','NIKKEI','POIL','FOOD','2445.KL']"
